FechaObservacion,ValorObservado,NombreEstacion,Latitud,Longitud
8/13/2018 12:00,27.82318,ESPERANZA LA  - AUT,4.45,-75.25
6/5/2019 12:00,25.78497,ESPERANZA LA  - AUT,4.45,-75.25
11/24/2015 12:00,26.6,BATALLON ROOKE  - AUT,4.418388889,-75.24866667
4/13/2017 12:00,22.3,CERROS NOROCCIDENTALES  - AUT,4.470361111,-75.24386111
1/26/2017 12:00,18.1,CERROS NOROCCIDENTALES  - AUT,4.470361111,-75.24386111
3/17/2016 12:00,22.8,BATALLON ROOKE  - AUT,4.418388889,-75.24866667
7/25/2018 12:00,26.6,BATALLON ROOKE  - AUT,4.418388889,-75.24866667
8/30/2017 12:00,27.1,BATALLON ROOKE  - AUT,4.418388889,-75.24866667
2/18/2019 12:00,24.10673,ESPERANZA LA  - AUT,4.45,-75.25
7/17/2019 12:00,27.59598,ESPERANZA LA  - AUT,4.45,-75.25
11/12/2018 12:00,25.77914,ESPERANZA LA  - AUT,4.45,-75.25
11/8/2015 12:00,26.5,BATALLON ROOKE  - AUT,4.418388889,-75.24866667
3/25/2017 12:00,23.2,BATALLON ROOKE  - AUT,4.418388889,-75.24866667
6/25/2018 12:00,23.5,BATALLON ROOKE  - AUT,4.418388889,-75.24866667
3/18/2017 12:00,17.5,CERROS NOROCCIDENTALES  - AUT,4.470361111,-75.24386111
6/5/2017 12:00,27.4,BATALLON ROOKE  - AUT,4.418388889,-75.24866667
1/21/2019 12:00,23.5,BATALLON ROOKE  - AUT,4.418388889,-75.24866667
12/28/2016 12:00,26,BATALLON ROOKE  - AUT,4.418388889,-75.24866667
7/3/2018 12:00,22.68984,ESPERANZA LA  - AUT,4.45,-75.25
4/3/2017 12:00,19.9,CERROS NOROCCIDENTALES  - AUT,4.470361111,-75.24386111
1/1/2015 12:00,19.5,CERROS NOROCCIDENTALES  - AUT,4.470361111,-75.24386111
6/3/2017 12:00,28.6,BATALLON ROOKE  - AUT,4.418388889,-75.24866667
12/8/2018 12:00,21.3,CERROS NOROCCIDENTALES  - AUT,4.470361111,-75.24386111
